Chromosome	Chromosome_Coord	FC_FWvsOC
groupX	4399781	1.029054769
groupXVII	470039	0.862685445
groupXXI	7727274	1.016219765
groupXX	542379	0.828256554
groupV	2534479	0.845570059
groupXXI	7734494	0.986567196
groupVI	2720556	1.060790573
groupXIX	3075727	0.66315226
groupXVII	480020	0.650388779
groupXXI	7739877	1.19452059
groupVI	2766392	0.993294059
groupXIX	3093674	0.636347149
groupXX	549953	1.118513735
groupVI	2797718	0.889697012
groupXX	563700	0.83490733
groupXVII	488574	1.101150861
groupXIX	3103781	1.148063296
groupX	4407514	1.131751844
groupXII	1563556	1.152499935
groupV	2553018	0.856793189
groupXX	570911	1.02711854
groupV	2564263	1.049905866
groupXII	1579047	1.28996631
groupXX	575909	1.154751288
groupV	2568627	1.053102015
groupV	2571875	1.107277397
groupX	4416868	0.85571537
groupVI	2824635	0.852912953
groupXX	615184	0.92575949
groupXX	643150	0.991342387
groupXVI	7594170	1.257561368
groupXX	645476	0.46067606
groupXX	650274	1.419572493
groupXVI	7599545	1.317641642
groupX	4429635	1.051751812
groupXIX	3111406	0.416697893
groupVI	2843029	0.682826771
groupX	4431466	1.014890464
groupXII	1587918	0.763753552
groupX	4441489	1.110234551
groupXXI	7749418	1.591506345
groupXIX	3117166	0.746805212
groupXII	1612350	0.976705197
groupXVI	7603324	1.044208251
groupXXI	7756998	1.152494411
groupXII	1652387	0.727403314
groupVI	2855062	1.108621665
groupXXI	7764070	0.967168211
groupXII	1676683	0.90261463
groupV	2580035	1.175810911
groupXIX	3128572	1.065399148
groupXIX	3132996	0.997454349
groupVI	2862202	0.792274994
groupXXI	7773964	0.956226464
groupXIX	3139724	1.125797375
groupXVII	492914	1.068021773
groupVIII	1256319	1.004564159
groupXVI	7607103	0.978593476
groupXXI	7813336	1.08319504
groupXIX	3160517	0.950370024
groupVI	2898064	1.053615927
groupV	2668062	1.117383049
groupXXI	7819741	0.957640994
groupV	2682568	1.072838008
groupXIX	3179248	0.94712476
groupX	4460917	1.190215893
groupXII	1697282	1.090811531
groupXVI	7617473	0.916348389
groupVIII	1261995	1.117584517
groupXII	1706110	1.172157912
groupXIX	3193238	0.950464686
groupX	4481298	0.979975592
groupV	2712720	0.526058906
groupXXI	7823314	1.207908745
groupXVII	505747	0.960359726
groupXXI	7828061	0.994238229
groupXIX	3206794	0.67371645
groupX	4489003	0.747063125
groupV	2731972	0.920607428
groupXVII	508178	1.289216529
groupXVI	7629015	1.074669261
groupXX	657465	1.235299046
groupXII	1715299	0.915210972
groupX	4494635	1.171093547
groupX	4500433	1.332213302
groupXVI	7636343	0.662414746
groupXII	1722983	0.764316659
groupXIX	3232896	1.051491216
groupXII	1738424	1.198412196
groupVI	2906943	1.043232905
groupX	4507891	0.931551058
groupV	3069934	1.298432875
groupVIII	1323517	1.001422482
groupVI	2913085	1.144124648
groupXIII	117972	0.865809591
groupXVII	512044	0.866908114
groupXVII	515729	0.928542247
groupXIX	3280777	1.009614289
groupXIII	130859	1.160751251
groupVIII	1340323	0.988821566
groupXVI	7655271	1.282443187
groupV	3118045	0.985578782
groupXII	1756069	0.797963954
groupXVII	523306	1.049085897
groupXIII	143204	1.127150918
groupX	4530844	0.967113915
groupXIX	3299060	1.043099058
groupXVII	532505	1.277744615
groupV	3151389	1.112196233
groupVI	2920294	1.064612219
groupV	3259439	0.976742229
groupV	3282410	0.882923063
groupX	4562816	0.976533522
groupXXI	7843029	0.999793262
groupV	3342263	1.06087744
groupXVII	537242	1.146322365
groupV	3412923	0.872124801
groupXVI	7669477	0.884425609
groupV	3423267	0.93263525
groupVI	2930277	0.858425717
groupVIII	1421237	0.781611427
groupXIX	3499426	1.176723285
groupXII	1949303	1.350101224
groupXII	1951821	1.310242521
groupXXI	7894462	1.103928295
groupXIII	273448	0.914897794
groupXII	1963393	1.1054121
groupXVI	7691508	0.994552817
groupV	3435956	1.100618775
groupXIX	3566124	1.181658557
groupVI	2940611	0.952968964
groupV	3446615	1.331900322
groupXII	2021260	1.231458686
groupVI	2949081	1.064842668
groupXIII	293153	0.879896763
groupXXI	7902590	0.772226896
groupXIX	3607933	1.02417827
groupX	4594928	1.041116848
groupXVII	540775	1.048660452
groupX	4596804	0.966083199
groupVIII	1527247	1.015795387
groupX	4601217	0.959197252
groupXVII	544037	1.11201705
groupXXI	7931852	0.947682411
groupVIII	1529734	1.2903849
groupXX	657207	1.408298364
groupXIII	305961	1.297115878
groupXIX	3674138	0.814613262
groupXIX	3690599	0.83576861
groupVIII	1553760	1.103497722
groupXVII	548660	1.249366624
groupXII	2028623	1.0093575
groupXXI	7937157	0.875358992
groupXII	2031994	0.814626014
groupVI	2973030	0.926932628
groupXVII	552273	1.388192864
groupXVII	557438	0.981125583
groupXX	666469	0.984136178
groupX	4607563	1.352580636
groupV	3478246	1.441719365
groupXVI	7717630	1.029525723
groupXX	689460	1.031411292
groupXII	2040989	0.719134056
groupX	4611841	1.281226974
groupXXI	7946979	0.100179901
groupXXI	7958134	0.156571892
groupVI	2983590	1.904425199
groupXXI	7959691	0.206312061
groupXXI	7995496	0.054417171
groupX	4624329	1.38380691
groupXXI	8001456	1.164868916
groupVI	2986505	0.941705173
groupV	3482253	0.846226402
groupXVII	570989	0.761928283
groupXX	697471	1.159580096
groupVI	2992611	1.175238363
groupV	3488556	0.933373289
groupXVII	589607	0.999905071
groupXVII	591504	0.977096608
groupXVI	7722646	1.555961831
groupXIX	3735162	1.028726049
groupVI	3017609	1.022078077
groupXVI	7730284	0.996217229
groupXVII	628105	0.944067845
groupXX	733320	1.210314114
groupV	3494056	0.898995692
groupXX	744085	1.363649882
groupXVI	7746179	0.989406478
groupXII	2086772	1.214656061
groupXIII	346989	1.160099704
groupV	3498321	0.955190228
groupXX	743546	1.270168308
groupX	4633650	0.999517815
groupX	4671890	0.980359808
groupXII	2094753	0.597737478
groupVI	3040824	0.93541599
groupX	4692294	0.968955789
groupXX	749356	0.919224534
groupV	3516894	0.787898184
groupVI	3105024	0.910089592
groupXII	2098009	0.915475128
groupX	4708812	0.740111225
groupXIII	366548	1.032047628
groupVI	3183195	1.006939757
groupXIX	3766822	1.566282959
groupX	4730770	0.686905483
groupXII	2102392	1.066837398
groupX	4740770	1.037642625
groupXXI	8017834	0.722607151
groupX	4772360	0.961959192
groupXVI	7746482	1.118929703
groupV	3618003	0.816706233
groupXIII	377540	0.956344232
groupX	4775102	1.22989382
groupXVI	7767652	1.035965392
groupXX	754633	0.625545639
groupV	3630144	0.973260796
groupXXI	8033938	0.940383844
groupXIX	4272682	1.016852919
groupXX	759991	0.481783089
groupXVI	7793974	0.949428083
groupX	4790326	1.04885893
groupV	3647784	1.085254486
groupXIII	411298	1.33734307
groupX	4857430	1.049013062
groupXX	763129	0.826587304
groupVI	3372927	1.230613144
groupXX	822089	1.006184906
groupX	4868980	0.645104322
groupXVI	7804980	0.98351059
groupXIX	4317208	0.948125672
groupXII	2153850	0.38816192
groupXVII	634560	0.793766625
groupXIX	4333267	0.954915168
groupV	3672340	0.734855072
groupXIX	4345772	1.517085725
groupXVII	646750	1.004114134
groupXXI	8042783	1.283005814
groupXVII	685233	0.822447789
groupXIX	4356480	0.949194809
groupXX	832164	0.956205077
groupV	3693547	0.703502436
groupXX	846324	1.311294659
groupXII	2157271	0.980652483
groupV	3704174	0.901717949
groupXX	863189	1.158731339
groupXXI	8054197	2.559325016
groupXII	2162892	0.315949741
groupVI	3412136	0.971127895
groupXIII	425226	1.712965373
groupV	3708169	1.073053148
groupXII	2172277	0.782663608
groupXX	878437	0.75946367
groupXIX	4368236	0.897489987
groupV	3735231	0.921794055
groupXIX	4375647	0.962198187
groupXVI	7808242	1.057261928
groupXIII	458031	0.925407637
groupXVI	7812036	0.876362787
groupXXI	8081077	1.011207008
groupVI	3444998	0.988461884
groupX	4885499	0.671205021
groupV	3748175	0.965734197
groupXVII	809289	0.804145156
groupXXI	8089706	0.946744727
groupXX	997489	1.112570282
groupXXI	8093850	1.071037311
groupXX	1019056	0.974075565
groupXVI	7817942	0.833011625
groupXX	1155105	0.94994385
groupVIII	1558404	1.05449963
groupXVI	7836555	1.066478585
groupX	4953477	0.890001032
groupXX	1280398	0.819471252
groupXII	2181522	1.470452206
groupVIII	1565705	1.456263978
groupXIII	738701	1.790856751
groupXXI	8098127	0.94472766
groupV	3795327	1.099469624
groupXX	1308702	1.108418554
groupXIX	4458440	1.015247061
groupV	3803951	0.915327635
groupXVI	7889078	1.056235285
groupVIII	1571076	0.896226839
groupXXI	8127987	1.277627162
groupXVII	818409	1.012190294
groupX	5105786	1.087801069
groupXXI	8133217	1.727031822
groupXIX	4467942	0.999515567
groupXVII	824477	1.01033334
groupVIII	1640141	0.909564973
groupXX	1320945	0.883359343
groupX	5120994	0.911610606
groupXVII	832982	0.841111648
groupV	3809660	1.032385103
groupXIX	4473771	1.713850622
groupV	3817319	1.476506984
groupXVI	7916941	0.647774758
groupXII	2186350	1.011989727
groupX	5127222	1.04571203
groupXVII	836607	1.178762358
groupXIII	839563	0.876581541
groupXVII	839492	1.132631284
groupXX	1340349	0.984517563
groupXIX	4510933	1.078223389
groupXIII	880515	0.99676889
groupXIII	894020	1.098760459
groupVIII	1653733	1.5482868
groupXVII	857900	0.968040892
groupV	3851980	0.758129965
groupXII	2247265	0.934035636
groupXVII	871150	1.008009526
groupXVI	8023720	1.309528743
groupXIII	905262	0.879046756
groupXVI	8028778	1.049056307
groupXIX	4556090	0.719564806
groupXX	1349687	1.09922489
groupX	5131302	0.967142307
groupXVII	973952	1.034648341
groupXVI	8144679	1.146316459
groupXVII	978877	1.084573621
groupVI	3457293	1.267570817
groupXII	2262933	0.991625501
groupXIX	4574169	1.59327762
groupXVI	8149412	1.135097126
groupXXI	8139805	1.177320709
groupXXI	8205933	1.169571534
groupXII	2275547	1.279453409
groupXVII	977143	1.079466446
groupXXI	8215655	0.849167249
groupXXI	8234566	1.21855915
groupVI	3494591	1.261156231
groupXXI	8251396	1.023277352
groupXIX	4595573	1.069134769
groupXVII	988038	0.889553213
groupVI	3521395	0.841848289
groupXII	2318898	0.911957107
groupXII	2324144	1.034467985
groupXXI	8261576	1.282032606
groupXII	2350855	1.116272734
groupXIII	933849	0.983247415
groupXIII	941769	0.905082375
groupXVI	8155646	0.959551871
groupXII	2355666	1.224735874
groupXXI	8266551	1.269136564
groupXIII	959131	1.015234677
groupVIII	1697974	1.074604991
groupXII	2365305	0.906142649
groupXXI	8273005	1.755123903
groupX	5148503	0.992911546
groupXVI	8192782	1.08364572
groupXII	2371656	1.004814668
groupX	5158087	0.962846908
groupXIII	968069	0.831442551
groupV	3921582	0.912159399
groupVIII	1716514	0.818249498
groupVI	3533472	1.031288628
groupXIX	4626850	1.027285998
groupXVII	1103624	0.774461031
groupXIII	971245	0.879805253
groupXVI	8221607	1.044460675
groupXIII	981585	0.777551792
groupX	5164550	0.834342035
groupXVI	8227196	1.272408483
groupXVI	8234507	1.300107251
groupXII	2557497	1.060066411
groupXIX	4633279	1.08163291
groupV	3951736	0.87909677
groupV	3961498	0.706352637
groupXIII	1000536	0.826243145
groupXII	2593821	0.753785335
groupXX	1363778	0.791438529
groupX	5172450	0.941020437
groupXII	2598746	0.824122398
groupXII	2611120	1.130452969
groupV	3965032	0.593362413
groupXIX	4650437	1.090743939
groupX	5183138	0.961801335
groupXII	2625138	0.986840811
groupVIII	1732846	0.652701648
groupX	5196145	1.074439159
groupXIII	1009230	1.16756821
groupXVI	8399292	1.434722578
groupXVII	1112524	1.22655623
groupXX	1385619	1.235563288
groupXVI	8405282	0.81952773
groupVIII	1752454	1.350887153
groupX	5204604	1.232240574
groupVI	3549730	0.909756329
groupXXI	8277477	1.043849396
groupVI	3562664	0.967776414
groupXX	1459524	0.636724441
groupXVII	1118442	1.200492066
groupV	3969925	0.949961497
groupX	5208706	1.009375545
groupXVI	8420550	1.026929737
groupX	5219930	1.178019874
groupXX	1551081	1.450373667
groupXXI	8451744	1.341203022
groupXIX	4726293	0.896938749
groupXVI	8451692	0.892957492
groupXVI	8463136	1.223038955
groupXIII	1018185	1.437965813
groupXX	1560241	1.012976521
groupXXI	8472086	1.167789757
groupXVI	8471886	1.017136338
groupX	5236780	0.673224244
groupXX	1565593	0.964842545
groupXVII	1124524	0.685360707
groupVIII	1772243	0.939188045
groupX	5259559	1.069985335
groupXVI	8487531	1.006828553
groupV	3976558	0.834504562
groupXIX	4805791	1.157925567
groupXII	2640624	0.929551238
groupVI	3641722	0.284603786
groupXII	2682557	0.997368455
groupV	3986673	1.043927091
groupXII	2688985	1.067523615
groupVIII	1803318	0.931585524
groupXII	2701774	0.800773421
groupXX	1588211	1.113356805
groupXIII	1022530	1.148091735
groupXVI	8506975	0.783949033
groupXVI	8511378	0.817957741
groupXII	2762900	0.84563151
groupVIII	1823548	0.728873864
groupV	4031558	1.216145923
groupXIX	4815273	1.231869457
groupV	4093207	1.236503756
groupV	4143921	0.967679429
groupVI	3672548	0.99754067
groupVIII	1847047	1.000006952
groupXX	1760575	1.038857566
groupXVII	1164489	1.014324946
groupXIII	1026249	1.075892298
groupXIII	1041182	0.864225397
groupXXI	8603366	1.256522473
groupV	4160662	0.88375458
groupXVII	1168291	0.967695111
groupXXI	8653484	1.223078984
groupXXI	8662441	1.020682354
groupXVII	1175845	0.925660254
groupXX	1803229	0.898881432
groupXVI	8520757	0.887469137
groupXVII	1182105	1.2306594
groupXIX	4819585	1.006156489
groupVIII	1873392	1.011246949
groupV	4169965	1.106866188
groupVIII	1891218	0.94505535
groupXXI	8671935	0.841375321
groupXIX	4941692	1.140891829
groupVI	3698197	1.006578652
groupXIII	1047653	0.932751185
groupVIII	1906192	0.94623219
groupXIX	4962060	1.186664625
groupXXI	8680148	0.933774438
groupXX	1812954	0.971779381
groupV	4195364	0.91862727
groupXII	2907062	0.959072902
groupXVII	1200853	0.868453948
groupX	5267514	1.151228939
groupV	4313539	1.491341389
groupXX	1831005	1.101816689
groupXXI	8691199	1.06292016
groupVIII	1920255	1.396119516
groupXII	2950400	0.864731944
groupVI	3714340	0.951072476
groupXX	1875002	0.821899673
groupVI	3737276	0.795902013
groupXIII	1056252	0.902498956
groupVI	3770348	0.9088185
groupV	4349516	0.732784237
groupXII	2958315	0.97573671
groupXX	1922371	0.645018547
groupXVI	8578833	1.100974839
groupXX	1934856	0.595738555
groupXIX	4981168	1.285026935
groupXVII	1235361	1.153861826
groupXII	2991691	0.884941698
groupV	4360495	1.23952279
groupXX	1956808	0.916179611
groupXIII	1063079	0.935488036
groupXVI	8600598	1.056907523
groupXX	1981539	1.101097072
groupXII	3025540	0.96886625
groupXIII	1073475	1.248685501
groupXIII	1108697	1.186952859
groupXX	2007537	1.480133718
groupV	4399948	1.438640422
groupX	5271573	1.234666567
groupX	5279304	0.927302069
groupVIII	1932907	1.027184984
groupXX	2019611	1.022000169
groupXVI	8630211	0.950869525
groupVIII	1940431	1.007667635
groupXXI	8690584	1.164673442
groupXVII	1257695	1.138715706
groupXXI	8699041	1.119643112
groupV	4432608	0.906325164
groupXVI	8685006	0.944728242
groupX	5286307	1.0655532
groupXVI	8692297	1.075449448
groupXIX	5004553	1.12793942
groupXXI	8705134	0.816138573
groupVIII	1945782	0.825279868
groupXVII	1265229	6.671132766
groupXIII	1119405	1.258784921
groupVIII	1948125	1.073979365
groupVI	3837637	0.872729767
groupXVI	8759684	1.10541202
groupXIX	5027013	1.223134392
groupV	4516991	0.38694551
groupXVII	1275965	0.832169327
groupXIII	1127043	1.050734599
groupXX	2077429	1.142743061
groupXXI	8710900	0.948066503
groupXXI	8730473	0.991696126
groupVIII	1951970	1.193484572
groupXIX	5055609	0.976172195
groupV	4525445	1.000856656
groupXVI	8799165	1.017221311
groupVIII	2040146	0.980986306
groupXXI	8821285	0.817707742
groupXVI	8806217	1.025507846
groupVIII	2103518	0.948934508
groupXIII	1150865	0.838012046
groupXIX	5070086	0.536298236
groupV	4528586	1.06442338
groupXXI	8883331	0.98520179
groupVIII	2114306	0.886031723
groupVI	3950248	2.026576717
groupVI	3958708	0.858099256
groupVI	3964571	1.138143717
groupVI	3975390	0.824129436
groupXXI	8927938	0.669988588
groupXVII	1295246	1.05193931
groupXVI	8823271	1.309552624
groupXV	2075	1.003215224
groupVIII	2119643	1.084502421
groupXVII	1311172	1.071300209
groupXIII	1326248	1.05007346
groupV	4531873	1.041908545
groupXIX	5079570	1.186465176
groupV	4539981	0.96797382
groupXVII	1331666	0.889430136
groupXIII	1384973	1.286563165
groupXV	5844	1.181428004
groupXIII	1390341	1.106416593
groupVIII	2121643	1.239975295
groupXV	9395	1.418715936
groupXVII	1343837	0.905262459
groupXV	13490	1.028836605
groupVIII	2125735	1.281986757
groupXVII	1355300	0.907725676
groupXXI	8974722	1.043338394
groupXXI	8984865	1.049987358
groupXXI	9001295	0.746229294
groupXIII	1420089	1.013125242
groupXVII	1373924	0.950026752
groupXVI	8832439	1.273704717
groupVI	3998065	1.230628932
groupX	5307564	1.214927225
groupXIX	5091141	1.098788829
groupVIII	2130887	0.929679031
groupX	5318538	1.106105987
groupV	4546642	1.1712337
groupXIX	5113284	1.124099915
groupXIII	1436449	1.189103416
groupXV	20126	0.779854806
groupVIII	2139214	1.825278136
groupXXI	9048508	0.859710059
groupXIX	5248925	0.959155577
groupXIII	1456933	1.161192945
groupXXI	9066095	0.944337089
groupXVII	1383613	1.299926599
groupXV	34170	0.988001346
groupV	4552178	3.272236738
groupXXI	9080868	0.931550607
groupXV	42819	0.968693498
groupVI	4031306	1.211053227
groupXV	45075	0.971807338
groupXVII	1389577	1.054886135
groupV	4557143	1.00382988
groupXV	56627	1.373456393
groupXIII	1496766	0.921168061
groupXIX	5278220	1.237611211
groupV	4575731	0.938705752
groupXVII	1398504	0.904760186
groupX	5359227	0.993480559
groupXXI	9087083	0.889250997
groupXVII	1406880	0.933298741
groupXXI	9103023	1.014094557
groupX	5421322	1.074032797
groupX	5646035	0.974734586
groupXIII	1505684	1.043359068
groupXVII	1410878	0.934210727
groupXV	81659	0.753929422
groupV	4612072	0.90338434
groupXVI	8872854	1.421480232
groupXIX	5296664	0.982812112
groupVIII	2147871	0.967676357
groupXXI	9125287	0.693782974
groupVI	4066416	1.261115448
groupXVII	1411783	0.911581039
groupXVII	1418667	1.156390007
groupV	4637602	0.984730261
groupXXI	9150036	1.003867566
groupXXI	9187081	1.048237653
groupXIX	5362231	1.240977176
groupVI	4092638	0.894480509
groupXVII	1429431	0.865362941
groupXXI	9224120	1.08580857
groupVI	4103171	0.817175812
groupXXI	9239264	1.257993064
groupV	4643565	0.892982381
groupVIII	2182713	1.159406758
groupXXI	9254023	0.921882629
groupXVI	8890715	0.977873945
groupX	5931720	1.079783668
groupXX	2098514	1.970952498
groupXVI	8896744	1.030187581
groupVIII	2257441	0.776850464
groupXV	92269	0.789219419
groupXXI	9267441	0.950288215
groupXIX	5380387	0.180587805
groupXVI	8901857	1.208585857
groupX	6107499	0.861500979
groupVI	4246034	1.245546412
groupXX	2109454	0.961697104
groupXVII	1465445	1.135411124
groupV	4649152	0.910526837
groupXIII	1511003	1.095949812
groupXIII	1513088	1.02883687
groupXV	96886	0.906473435
groupXIII	1516605	1.282779022
groupXV	101879	0.506728818
groupXXI	9278963	1.03974396
groupXVI	8919272	1.019330394
groupV	4653249	0.921029317
groupXXI	9298202	1.22273427
groupX	6113306	1.05034737
groupXVII	1482836	1.087213618
groupXV	120447	0.664763574
groupXII	3096216	0.958468578
groupXXI	9313088	1.068888092
groupX	6125897	0.947809619
groupXIX	5429567	0.893691421
groupXV	131219	0.997122562
groupXX	2116137	1.564481094
groupXXI	9343970	1.327411833
groupXV	136719	1.071960401
groupXVIII	116818	1.214069965
groupX	6141497	0.903512456
groupXVII	1499289	1.077184304
groupXVI	8940174	1.029477056
groupXX	2128769	1.050933767
groupVI	4297596	1.084993938
groupXV	142700	0.958823837
groupXXI	9376010	1.135169979
groupXIX	5480302	0.942530624
groupX	6182904	0.788818814
groupXXI	9378050	0.996787251
groupXII	3111415	1.204908373
groupV	4656183	0.855847747
groupXVI	8973698	0.796868638
groupV	4665353	1.111545795
groupXIX	5500777	0.924762166
groupXVIII	149491	1.165802021
groupXVII	1517089	0.941750167
